date,landing_page,page_title,views,users,entrances,engaged_sessions,average_engagement_time_seconds,form_submit_events,phone_click_events,whatsapp_click_events
2026-03-13,/services/school-management-system,School Management System,44,28,15,9,80,0,0,0
2026-03-13,/services/law-firm-management-system,Law Firm Management System,38,23,14,10,90,0,0,0
2026-03-13,/portfolio,Portfolio,42,23,12,8,126,0,0,0
2026-03-13,/blog/website-cost-nepal,Website Cost in Nepal Guide,31,21,9,6,100,0,0,0
2026-03-13,/contact,Contact,26,14,13,6,50,0,0,0
2026-03-13,/about,About Digi Agent,9,6,2,1,62,0,0,0
2026-03-14,/,Home,128,95,43,26,91,0,0,0
2026-03-14,/services/business-website,Business Website Development,109,84,30,20,111,0,0,0
2026-03-14,/services/ecommerce-store,Ecommerce Store Development,84,51,41,26,52,1,0,1
2026-03-14,/services/seo-digital-marketing,SEO & Digital Marketing,79,57,26,16,125,0,0,0
2026-03-14,/services/school-management-system,School Management System,37,27,13,7,95,0,0,0
2026-03-14,/services/law-firm-management-system,Law Firm Management System,16,11,5,3,85,0,0,0
2026-03-14,/portfolio,Portfolio,28,20,12,7,128,0,0,0
2026-03-14,/blog/website-cost-nepal,Website Cost in Nepal Guide,31,18,9,6,63,0,0,0
2026-03-14,/contact,Contact,12,8,5,2,55,0,0,0
2026-03-14,/about,About Digi Agent,10,6,4,2,74,0,0,0
2026-03-15,/,Home,194,145,58,32,59,0,0,1
2026-03-15,/services/business-website,Business Website Development,127,84,57,34,62,0,0,1
2026-03-15,/services/ecommerce-store,Ecommerce Store Development,58,44,17,10,97,0,0,0
2026-03-15,/services/seo-digital-marketing,SEO & Digital Marketing,84,56,25,13,119,0,0,0
2026-03-15,/services/school-management-system,School Management System,45,33,19,12,73,0,0,0
2026-03-15,/services/law-firm-management-system,Law Firm Management System,34,26,16,9,93,0,0,0
2026-03-15,/portfolio,Portfolio,53,40,19,13,129,0,0,0
2026-03-15,/blog/website-cost-nepal,Website Cost in Nepal Guide,38,25,11,7,149,0,0,0
2026-03-15,/contact,Contact,22,15,6,3,73,0,0,0
2026-03-15,/about,About Digi Agent,11,6,3,1,49,0,0,0
2026-03-16,/,Home,118,67,35,18,101,0,0,0
2026-03-16,/services/business-website,Business Website Development,109,71,31,20,74,0,0,0
2026-03-16,/services/ecommerce-store,Ecommerce Store Development,83,61,36,22,75,1,0,1
2026-03-16,/services/seo-digital-marketing,SEO & Digital Marketing,83,53,29,18,133,0,0,0
2026-03-16,/services/school-management-system,School Management System,43,27,12,7,73,0,0,0
2026-03-16,/services/law-firm-management-system,Law Firm Management System,36,25,11,6,99,0,0,0
2026-03-16,/portfolio,Portfolio,58,33,25,17,103,0,0,0
2026-03-16,/blog/website-cost-nepal,Website Cost in Nepal Guide,49,28,15,10,147,0,0,0
2026-03-16,/contact,Contact,20,13,7,4,69,0,0,0
2026-03-16,/about,About Digi Agent,14,10,5,2,53,0,0,0
2026-03-17,/,Home,155,92,62,38,61,0,0,1
2026-03-17,/services/business-website,Business Website Development,127,89,50,34,75,1,0,1
2026-03-17,/services/ecommerce-store,Ecommerce Store Development,118,67,52,37,82,1,1,1
2026-03-17,/services/seo-digital-marketing,SEO & Digital Marketing,55,40,21,13,65,0,0,0
2026-03-17,/services/school-management-system,School Management System,39,29,12,7,142,0,0,0
2026-03-17,/services/law-firm-management-system,Law Firm Management System,33,24,17,10,87,0,0,0
2026-03-17,/portfolio,Portfolio,54,41,17,10,88,0,0,0
2026-03-17,/blog/website-cost-nepal,Website Cost in Nepal Guide,91,50,39,26,98,0,0,0
2026-03-17,/contact,Contact,22,13,9,5,68,0,0,0
2026-03-17,/about,About Digi Agent,11,7,4,2,76,0,0,0
2026-03-18,/,Home,206,113,71,38,106,1,0,0
2026-03-18,/services/business-website,Business Website Development,127,90,45,31,79,1,0,0
2026-03-18,/services/ecommerce-store,Ecommerce Store Development,94,55,30,19,98,0,0,0
2026-03-18,/services/seo-digital-marketing,SEO & Digital Marketing,66,39,19,12,97,0,0,0
2026-03-18,/services/school-management-system,School Management System,71,48,27,16,86,0,0,0
2026-03-18,/services/law-firm-management-system,Law Firm Management System,44,33,16,10,106,0,0,0
2026-03-18,/portfolio,Portfolio,41,24,19,13,122,0,0,0
2026-03-18,/blog/website-cost-nepal,Website Cost in Nepal Guide,80,44,33,24,108,0,0,0
2026-03-18,/contact,Contact,28,16,8,4,102,0,0,0
2026-03-18,/about,About Digi Agent,16,11,6,3,85,0,0,0
2026-03-19,/,Home,125,97,61,38,134,0,0,1
2026-03-19,/services/business-website,Business Website Development,178,106,92,54,98,2,1,2
2026-03-19,/services/ecommerce-store,Ecommerce Store Development,86,51,24,15,76,0,0,1
2026-03-19,/services/seo-digital-marketing,SEO & Digital Marketing,112,64,36,20,57,0,0,1
2026-03-19,/services/school-management-system,School Management System,49,37,17,10,62,0,0,0
2026-03-19,/services/law-firm-management-system,Law Firm Management System,44,31,20,12,140,0,0,0
2026-03-19,/portfolio,Portfolio,46,27,16,11,86,0,0,0
2026-03-19,/blog/website-cost-nepal,Website Cost in Nepal Guide,64,41,32,22,82,0,0,0
2026-03-19,/contact,Contact,26,17,12,5,95,0,0,0
2026-03-19,/about,About Digi Agent,17,12,8,3,59,0,0,0
2026-03-20,/,Home,192,111,71,39,82,1,0,0
2026-03-20,/services/business-website,Business Website Development,110,77,34,21,83,0,0,0
2026-03-20,/services/ecommerce-store,Ecommerce Store Development,97,64,29,20,82,0,0,1
2026-03-20,/services/seo-digital-marketing,SEO & Digital Marketing,78,53,36,24,89,0,0,0
2026-03-20,/services/school-management-system,School Management System,52,37,24,15,82,0,0,0
2026-03-20,/services/law-firm-management-system,Law Firm Management System,33,22,16,11,89,0,0,0
2026-03-20,/portfolio,Portfolio,47,27,23,14,92,0,0,0
2026-03-20,/blog/website-cost-nepal,Website Cost in Nepal Guide,104,70,48,37,145,0,0,1
2026-03-20,/contact,Contact,39,29,17,9,71,0,0,0
2026-03-20,/about,About Digi Agent,14,9,4,1,60,0,0,0
2026-03-21,/,Home,130,90,60,36,90,0,0,1
2026-03-21,/services/business-website,Business Website Development,94,68,33,18,132,0,0,0
2026-03-21,/services/ecommerce-store,Ecommerce Store Development,49,30,24,16,93,0,0,1
2026-03-21,/services/seo-digital-marketing,SEO & Digital Marketing,83,58,42,22,56,0,0,0
2026-03-21,/services/school-management-system,School Management System,22,15,6,4,108,0,0,0
2026-03-21,/services/law-firm-management-system,Law Firm Management System,25,17,8,5,97,0,0,0
2026-03-21,/portfolio,Portfolio,26,18,10,6,116,0,0,0
2026-03-21,/blog/website-cost-nepal,Website Cost in Nepal Guide,48,27,14,9,80,0,0,0
2026-03-21,/contact,Contact,20,15,9,5,56,0,0,0
2026-03-21,/about,About Digi Agent,10,6,2,1,55,0,0,0
2026-03-22,/,Home,174,113,51,32,79,0,0,0
2026-03-22,/services/business-website,Business Website Development,57,39,18,12,107,0,0,0
2026-03-22,/services/ecommerce-store,Ecommerce Store Development,77,49,21,13,129,0,0,0
2026-03-22,/services/seo-digital-marketing,SEO & Digital Marketing,67,44,30,19,72,0,0,0
2026-03-22,/services/school-management-system,School Management System,27,15,9,6,99,0,0,0
2026-03-22,/services/law-firm-management-system,Law Firm Management System,16,10,7,5,86,0,0,0
2026-03-22,/portfolio,Portfolio,42,26,12,7,92,0,0,0
2026-03-22,/blog/website-cost-nepal,Website Cost in Nepal Guide,60,43,28,18,92,0,0,0
2026-03-22,/contact,Contact,20,13,6,3,83,0,0,0
2026-03-22,/about,About Digi Agent,13,10,5,2,62,0,0,0
2026-03-23,/,Home,209,118,95,62,97,1,0,1
2026-03-23,/services/business-website,Business Website Development,108,69,45,26,82,0,0,1
2026-03-23,/services/ecommerce-store,Ecommerce Store Development,120,66,55,35,62,1,1,1
2026-03-23,/services/seo-digital-marketing,SEO & Digital Marketing,120,66,61,38,106,1,0,1
2026-03-23,/services/school-management-system,School Management System,51,28,16,11,35,0,0,0
2026-03-23,/services/law-firm-management-system,Law Firm Management System,34,21,14,9,106,0,0,0
2026-03-23,/portfolio,Portfolio,61,39,30,19,100,0,0,0
2026-03-23,/blog/website-cost-nepal,Website Cost in Nepal Guide,87,65,30,22,123,0,0,0
2026-03-23,/contact,Contact,31,19,15,7,63,0,0,0
2026-03-23,/about,About Digi Agent,12,7,4,2,53,0,0,0
2026-03-24,/,Home,229,178,87,46,52,1,0,1
2026-03-24,/services/business-website,Business Website Development,124,69,46,27,119,0,0,1
2026-03-24,/services/ecommerce-store,Ecommerce Store Development,106,60,50,33,112,1,1,1
2026-03-24,/services/seo-digital-marketing,SEO & Digital Marketing,68,39,34,22,86,0,0,0
2026-03-24,/services/school-management-system,School Management System,62,44,20,13,86,0,0,0
2026-03-24,/services/law-firm-management-system,Law Firm Management System,30,17,11,7,82,0,0,0
2026-03-24,/portfolio,Portfolio,71,44,20,14,147,0,0,0
2026-03-24,/blog/website-cost-nepal,Website Cost in Nepal Guide,58,35,20,14,67,0,0,0
2026-03-24,/contact,Contact,25,18,8,4,55,0,0,0
2026-03-24,/about,About Digi Agent,12,7,3,1,84,0,0,0
2026-03-25,/,Home,226,136,104,53,39,1,0,1
2026-03-25,/services/business-website,Business Website Development,84,63,30,17,60,0,0,0
2026-03-25,/services/ecommerce-store,Ecommerce Store Development,98,69,29,17,132,0,0,1
2026-03-25,/services/seo-digital-marketing,SEO & Digital Marketing,92,57,45,25,86,0,0,1
2026-03-25,/services/school-management-system,School Management System,38,24,16,11,131,0,0,0
2026-03-25,/services/law-firm-management-system,Law Firm Management System,29,21,14,10,72,0,0,0
2026-03-25,/portfolio,Portfolio,59,39,18,13,77,0,0,0
2026-03-25,/blog/website-cost-nepal,Website Cost in Nepal Guide,71,42,24,17,76,0,0,0
2026-03-25,/contact,Contact,40,30,14,6,94,0,0,0
2026-03-25,/about,About Digi Agent,18,12,8,3,94,0,0,0
2026-03-26,/,Home,180,137,50,31,100,0,0,0
2026-03-26,/services/business-website,Business Website Development,171,97,78,50,80,2,0,2
2026-03-26,/services/ecommerce-store,Ecommerce Store Development,90,50,38,26,80,0,0,1
2026-03-26,/services/seo-digital-marketing,SEO & Digital Marketing,85,52,23,15,77,0,0,0
2026-03-26,/services/school-management-system,School Management System,57,34,28,17,107,0,0,0
2026-03-26,/services/law-firm-management-system,Law Firm Management System,53,36,16,9,65,0,0,0
2026-03-26,/portfolio,Portfolio,49,38,18,13,66,0,0,0
2026-03-26,/blog/website-cost-nepal,Website Cost in Nepal Guide,83,51,40,30,109,0,0,0
2026-03-26,/contact,Contact,33,21,10,5,63,0,0,0
2026-03-26,/about,About Digi Agent,12,7,4,2,97,0,0,0
2026-03-27,/,Home,181,108,71,44,60,1,0,1
2026-03-27,/services/business-website,Business Website Development,65,42,29,19,77,0,0,0
2026-03-27,/services/ecommerce-store,Ecommerce Store Development,89,52,46,29,114,1,0,1
2026-03-27,/services/seo-digital-marketing,SEO & Digital Marketing,67,38,20,11,70,0,0,0
2026-03-27,/services/school-management-system,School Management System,29,19,12,8,140,0,0,0
2026-03-27,/services/law-firm-management-system,Law Firm Management System,32,24,14,8,88,0,0,0
2026-03-27,/portfolio,Portfolio,66,47,29,18,77,0,0,0
2026-03-27,/blog/website-cost-nepal,Website Cost in Nepal Guide,79,47,37,27,119,0,0,0
2026-03-27,/contact,Contact,26,15,13,6,62,0,0,0
2026-03-27,/about,About Digi Agent,12,6,4,2,71,0,0,0
2026-03-28,/,Home,151,103,76,48,78,0,0,0
2026-03-28,/services/business-website,Business Website Development,104,65,45,27,68,0,0,1
2026-03-28,/services/ecommerce-store,Ecommerce Store Development,61,47,17,10,121,0,0,0
2026-03-28,/services/seo-digital-marketing,SEO & Digital Marketing,81,47,39,24,87,1,0,0
2026-03-28,/services/school-management-system,School Management System,54,40,20,12,127,0,0,0
2026-03-28,/services/law-firm-management-system,Law Firm Management System,37,28,10,7,104,0,0,0
2026-03-28,/portfolio,Portfolio,38,21,15,11,117,0,0,0
2026-03-28,/blog/website-cost-nepal,Website Cost in Nepal Guide,48,29,13,9,88,0,0,0
2026-03-28,/contact,Contact,26,14,11,6,83,0,0,0
2026-03-28,/about,About Digi Agent,12,6,4,2,93,0,0,0
2026-03-29,/,Home,123,90,53,27,34,0,0,1
2026-03-29,/services/business-website,Business Website Development,67,45,26,15,50,0,0,0
2026-03-29,/services/ecommerce-store,Ecommerce Store Development,48,32,24,16,65,0,0,0
2026-03-29,/services/seo-digital-marketing,SEO & Digital Marketing,61,36,30,20,90,0,0,0
2026-03-29,/services/school-management-system,School Management System,36,26,17,10,55,0,0,0
2026-03-29,/services/law-firm-management-system,Law Firm Management System,20,12,7,4,90,0,0,0
2026-03-29,/portfolio,Portfolio,37,22,14,9,111,0,0,0
2026-03-29,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,31,22,14,122,0,0,0
2026-03-29,/contact,Contact,16,11,7,3,82,0,0,0
2026-03-29,/about,About Digi Agent,6,3,3,1,89,0,0,0
2026-03-30,/,Home,141,98,56,31,85,0,0,0
2026-03-30,/services/business-website,Business Website Development,109,83,31,20,95,0,0,0
2026-03-30,/services/ecommerce-store,Ecommerce Store Development,87,58,35,23,93,0,0,1
2026-03-30,/services/seo-digital-marketing,SEO & Digital Marketing,83,54,33,19,51,0,0,0
2026-03-30,/services/school-management-system,School Management System,42,28,19,12,86,0,0,0
2026-03-30,/services/law-firm-management-system,Law Firm Management System,49,28,21,15,60,0,0,0
2026-03-30,/portfolio,Portfolio,80,48,37,26,110,0,0,0
2026-03-30,/blog/website-cost-nepal,Website Cost in Nepal Guide,77,53,25,17,123,0,0,0
2026-03-30,/contact,Contact,22,15,10,4,85,0,0,0
2026-03-30,/about,About Digi Agent,15,10,6,3,66,0,0,0
2026-03-31,/,Home,209,143,58,32,65,0,0,0
2026-03-31,/services/business-website,Business Website Development,162,100,77,48,89,1,1,1
2026-03-31,/services/ecommerce-store,Ecommerce Store Development,138,100,53,32,96,1,1,2
2026-03-31,/services/seo-digital-marketing,SEO & Digital Marketing,103,59,34,22,105,0,0,1
2026-03-31,/services/school-management-system,School Management System,62,37,18,12,92,0,0,0
2026-03-31,/services/law-firm-management-system,Law Firm Management System,30,19,10,6,113,0,0,0
2026-03-31,/portfolio,Portfolio,64,48,23,16,111,0,0,0
2026-03-31,/blog/website-cost-nepal,Website Cost in Nepal Guide,83,47,42,32,71,0,0,1
2026-03-31,/contact,Contact,24,14,12,5,81,0,0,0
2026-03-31,/about,About Digi Agent,24,14,6,3,71,0,0,0
2026-04-01,/,Home,264,155,130,70,114,1,1,2
2026-04-01,/services/business-website,Business Website Development,97,64,44,26,118,1,0,1
2026-04-01,/services/ecommerce-store,Ecommerce Store Development,98,54,44,25,75,1,0,1
2026-04-01,/services/seo-digital-marketing,SEO & Digital Marketing,89,67,41,25,92,1,0,1
2026-04-01,/services/school-management-system,School Management System,33,23,12,8,89,0,0,0
2026-04-01,/services/law-firm-management-system,Law Firm Management System,36,24,18,12,99,0,0,0
2026-04-01,/portfolio,Portfolio,51,39,24,15,127,0,0,0
2026-04-01,/blog/website-cost-nepal,Website Cost in Nepal Guide,67,47,25,19,69,0,0,0
2026-04-01,/contact,Contact,18,9,5,2,93,0,0,0
2026-04-01,/about,About Digi Agent,19,12,6,3,97,0,0,0
2026-04-02,/,Home,190,113,85,50,80,1,0,1
2026-04-02,/services/business-website,Business Website Development,122,86,61,36,90,1,1,1
2026-04-02,/services/ecommerce-store,Ecommerce Store Development,81,61,29,18,132,1,0,1
2026-04-02,/services/seo-digital-marketing,SEO & Digital Marketing,95,72,46,28,98,0,0,1
2026-04-02,/services/school-management-system,School Management System,53,40,14,8,95,0,0,0
2026-04-02,/services/law-firm-management-system,Law Firm Management System,34,25,14,10,128,0,0,0
2026-04-02,/portfolio,Portfolio,57,39,28,18,103,0,0,0
2026-04-02,/blog/website-cost-nepal,Website Cost in Nepal Guide,73,55,24,17,145,0,0,0
2026-04-02,/contact,Contact,36,23,14,7,61,0,0,0
2026-04-02,/about,About Digi Agent,16,12,7,3,73,0,0,0
2026-04-03,/,Home,297,174,152,90,46,2,1,2
2026-04-03,/services/business-website,Business Website Development,156,115,67,46,112,1,0,2
2026-04-03,/services/ecommerce-store,Ecommerce Store Development,123,82,34,19,83,1,0,1
2026-04-03,/services/seo-digital-marketing,SEO & Digital Marketing,110,75,55,30,78,0,0,1
2026-04-03,/services/school-management-system,School Management System,52,30,14,8,116,0,0,0
2026-04-03,/services/law-firm-management-system,Law Firm Management System,35,25,10,7,79,0,0,0
2026-04-03,/portfolio,Portfolio,74,55,34,26,78,0,0,0
2026-04-03,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,36,15,10,85,0,0,0
2026-04-03,/contact,Contact,32,24,11,5,52,0,0,0
2026-04-03,/about,About Digi Agent,16,10,7,3,62,0,0,0
2026-04-04,/,Home,153,84,54,32,92,0,0,0
2026-04-04,/services/business-website,Business Website Development,74,55,35,22,112,0,0,0
2026-04-04,/services/ecommerce-store,Ecommerce Store Development,80,50,33,21,81,0,0,1
2026-04-04,/services/seo-digital-marketing,SEO & Digital Marketing,77,59,23,12,51,0,0,0
2026-04-04,/services/school-management-system,School Management System,38,28,16,11,61,0,0,0
2026-04-04,/services/law-firm-management-system,Law Firm Management System,23,13,6,4,96,0,0,0
2026-04-04,/portfolio,Portfolio,49,30,24,16,113,0,0,0
2026-04-04,/blog/website-cost-nepal,Website Cost in Nepal Guide,43,29,17,11,81,0,0,0
2026-04-04,/contact,Contact,23,17,7,3,70,0,0,0
2026-04-04,/about,About Digi Agent,7,4,2,1,50,0,0,0
2026-04-05,/,Home,135,76,41,24,69,0,0,0
2026-04-05,/services/business-website,Business Website Development,75,53,32,19,91,0,0,0
2026-04-05,/services/ecommerce-store,Ecommerce Store Development,83,62,35,24,83,0,0,0
2026-04-05,/services/seo-digital-marketing,SEO & Digital Marketing,63,46,19,12,90,0,0,0
2026-04-05,/services/school-management-system,School Management System,45,33,14,10,41,0,0,0
2026-04-05,/services/law-firm-management-system,Law Firm Management System,40,26,13,9,102,0,0,0
2026-04-05,/portfolio,Portfolio,48,32,20,12,64,0,0,0
2026-04-05,/blog/website-cost-nepal,Website Cost in Nepal Guide,81,50,30,19,109,0,0,0
2026-04-05,/contact,Contact,31,20,10,5,70,0,0,0
2026-04-05,/about,About Digi Agent,10,5,4,1,77,0,0,0
2026-04-06,/,Home,250,165,72,39,85,0,0,0
2026-04-06,/services/business-website,Business Website Development,103,59,36,21,82,0,0,0
2026-04-06,/services/ecommerce-store,Ecommerce Store Development,93,64,34,23,98,1,0,1
2026-04-06,/services/seo-digital-marketing,SEO & Digital Marketing,111,80,55,37,156,1,0,1
2026-04-06,/services/school-management-system,School Management System,44,29,19,13,78,0,0,0
2026-04-06,/services/law-firm-management-system,Law Firm Management System,40,29,20,14,70,0,0,0
2026-04-06,/portfolio,Portfolio,84,53,34,24,123,0,0,0
2026-04-06,/blog/website-cost-nepal,Website Cost in Nepal Guide,106,64,49,35,135,0,0,0
2026-04-06,/contact,Contact,43,33,14,8,91,0,0,0
2026-04-06,/about,About Digi Agent,11,8,5,2,64,0,0,0
2026-04-07,/,Home,190,139,83,45,90,0,0,0
2026-04-07,/services/business-website,Business Website Development,136,90,52,33,57,0,0,0
2026-04-07,/services/ecommerce-store,Ecommerce Store Development,83,49,35,25,92,0,0,1
2026-04-07,/services/seo-digital-marketing,SEO & Digital Marketing,75,45,32,20,157,0,0,0
2026-04-07,/services/school-management-system,School Management System,42,29,14,9,108,0,0,0
2026-04-07,/services/law-firm-management-system,Law Firm Management System,26,18,9,6,105,0,0,0
2026-04-07,/portfolio,Portfolio,39,29,17,11,139,0,0,0
2026-04-07,/blog/website-cost-nepal,Website Cost in Nepal Guide,57,35,23,15,102,0,0,0
2026-04-07,/contact,Contact,27,16,13,6,89,0,0,0
2026-04-07,/about,About Digi Agent,18,12,7,3,39,0,0,0
2026-04-08,/,Home,268,205,95,55,53,1,0,2
2026-04-08,/services/business-website,Business Website Development,110,79,44,30,73,0,0,0
2026-04-08,/services/ecommerce-store,Ecommerce Store Development,84,49,30,18,138,0,0,0
2026-04-08,/services/seo-digital-marketing,SEO & Digital Marketing,72,52,24,13,98,0,0,0
2026-04-08,/services/school-management-system,School Management System,36,23,10,6,105,0,0,0
2026-04-08,/services/law-firm-management-system,Law Firm Management System,35,21,13,9,144,0,0,0
2026-04-08,/portfolio,Portfolio,56,40,26,17,88,0,0,0
2026-04-08,/blog/website-cost-nepal,Website Cost in Nepal Guide,72,44,25,18,123,0,0,0
2026-04-08,/contact,Contact,21,13,9,5,101,0,0,0
2026-04-08,/about,About Digi Agent,15,11,7,3,78,0,0,0
2026-04-09,/,Home,152,117,77,43,63,0,0,1
2026-04-09,/services/business-website,Business Website Development,119,68,56,34,72,1,1,2
2026-04-09,/services/ecommerce-store,Ecommerce Store Development,173,106,55,39,104,1,0,2
2026-04-09,/services/seo-digital-marketing,SEO & Digital Marketing,128,70,45,29,61,1,0,0
2026-04-09,/services/school-management-system,School Management System,41,28,20,14,72,0,0,0
2026-04-09,/services/law-firm-management-system,Law Firm Management System,40,28,13,8,133,0,0,0
2026-04-09,/portfolio,Portfolio,95,57,29,21,130,0,0,0
2026-04-09,/blog/website-cost-nepal,Website Cost in Nepal Guide,86,64,38,27,79,0,0,0
2026-04-09,/contact,Contact,32,20,13,6,81,0,0,0
2026-04-09,/about,About Digi Agent,13,8,6,2,100,0,0,0
2026-04-10,/,Home,235,166,92,56,79,1,0,1
2026-04-10,/services/business-website,Business Website Development,168,128,76,51,101,1,0,1
2026-04-10,/services/ecommerce-store,Ecommerce Store Development,160,102,66,40,55,1,1,2
2026-04-10,/services/seo-digital-marketing,SEO & Digital Marketing,90,70,26,15,97,0,0,0
2026-04-10,/services/school-management-system,School Management System,39,26,17,11,20,0,0,0
2026-04-10,/services/law-firm-management-system,Law Firm Management System,39,21,13,9,78,0,0,0
2026-04-10,/portfolio,Portfolio,94,53,47,34,108,1,0,0
2026-04-10,/blog/website-cost-nepal,Website Cost in Nepal Guide,113,71,56,37,96,0,0,0
2026-04-10,/contact,Contact,27,15,12,6,71,0,0,0
2026-04-10,/about,About Digi Agent,16,9,5,2,83,0,0,0
2026-04-11,/,Home,143,95,50,30,77,0,0,1
2026-04-11,/services/business-website,Business Website Development,119,92,47,26,129,0,0,0
2026-04-11,/services/ecommerce-store,Ecommerce Store Development,68,40,27,18,104,0,0,0
2026-04-11,/services/seo-digital-marketing,SEO & Digital Marketing,74,44,37,21,78,0,0,0
2026-04-11,/services/school-management-system,School Management System,40,27,19,11,129,0,0,0
2026-04-11,/services/law-firm-management-system,Law Firm Management System,29,20,13,9,148,0,0,0
2026-04-11,/portfolio,Portfolio,73,40,31,21,96,0,0,0
2026-04-11,/blog/website-cost-nepal,Website Cost in Nepal Guide,53,39,23,17,71,0,0,0
2026-04-11,/contact,Contact,23,14,7,3,58,0,0,0
2026-04-11,/about,About Digi Agent,15,10,4,1,103,0,0,0
2026-04-12,/,Home,171,110,68,40,73,1,0,0
2026-04-12,/services/business-website,Business Website Development,75,44,29,17,75,0,0,0
2026-04-12,/services/ecommerce-store,Ecommerce Store Development,104,75,44,31,116,1,0,1
2026-04-12,/services/seo-digital-marketing,SEO & Digital Marketing,49,27,18,11,56,0,0,0
2026-04-12,/services/school-management-system,School Management System,31,21,10,6,81,0,0,0
2026-04-12,/services/law-firm-management-system,Law Firm Management System,22,14,7,4,126,0,0,0
2026-04-12,/portfolio,Portfolio,38,24,17,11,88,0,0,0
2026-04-12,/blog/website-cost-nepal,Website Cost in Nepal Guide,52,33,18,12,96,0,0,0
2026-04-12,/contact,Contact,24,15,8,4,54,0,0,0
2026-04-12,/about,About Digi Agent,9,5,3,1,57,0,0,0
2026-04-13,/,Home,283,162,116,67,54,1,0,2
2026-04-13,/services/business-website,Business Website Development,104,59,39,24,135,0,0,0
2026-04-13,/services/ecommerce-store,Ecommerce Store Development,80,58,27,16,78,0,0,0
2026-04-13,/services/seo-digital-marketing,SEO & Digital Marketing,80,46,22,15,106,0,0,0
2026-04-13,/services/school-management-system,School Management System,48,36,22,16,118,0,0,0
2026-04-13,/services/law-firm-management-system,Law Firm Management System,35,25,16,11,110,0,0,0
2026-04-13,/portfolio,Portfolio,55,34,26,19,83,0,0,0
2026-04-13,/blog/website-cost-nepal,Website Cost in Nepal Guide,72,45,36,24,91,0,0,0
2026-04-13,/contact,Contact,25,16,7,3,89,0,0,0
2026-04-13,/about,About Digi Agent,10,7,4,1,78,0,0,0
2026-04-14,/,Home,252,150,85,43,70,1,0,0
2026-04-14,/services/business-website,Business Website Development,141,85,68,39,75,1,0,1
2026-04-14,/services/ecommerce-store,Ecommerce Store Development,85,58,37,22,91,0,0,1
2026-04-14,/services/seo-digital-marketing,SEO & Digital Marketing,109,60,36,22,74,0,0,0
2026-04-14,/services/school-management-system,School Management System,48,33,21,14,67,0,0,0
2026-04-14,/services/law-firm-management-system,Law Firm Management System,41,23,18,12,84,0,0,0
2026-04-14,/portfolio,Portfolio,53,33,23,15,47,0,0,0
2026-04-14,/blog/website-cost-nepal,Website Cost in Nepal Guide,90,49,36,24,34,0,0,0
2026-04-14,/contact,Contact,21,15,6,3,97,0,0,0
2026-04-14,/about,About Digi Agent,15,10,4,2,47,0,0,0
2026-04-15,/,Home,238,154,89,51,51,0,0,1
2026-04-15,/services/business-website,Business Website Development,109,67,48,26,106,1,0,0
2026-04-15,/services/ecommerce-store,Ecommerce Store Development,144,88,56,40,58,1,0,1
2026-04-15,/services/seo-digital-marketing,SEO & Digital Marketing,60,46,23,14,86,0,0,0
2026-04-15,/services/school-management-system,School Management System,59,35,21,12,53,0,0,0
2026-04-15,/services/law-firm-management-system,Law Firm Management System,49,27,15,11,61,0,0,0
2026-04-15,/portfolio,Portfolio,43,29,13,8,145,0,0,0
2026-04-15,/blog/website-cost-nepal,Website Cost in Nepal Guide,117,64,46,29,43,0,0,0
2026-04-15,/contact,Contact,32,21,14,7,59,0,0,0
2026-04-15,/about,About Digi Agent,18,12,8,3,93,0,0,0
2026-04-16,/,Home,156,94,78,42,73,0,0,0
2026-04-16,/services/business-website,Business Website Development,114,70,33,22,111,0,0,0
2026-04-16,/services/ecommerce-store,Ecommerce Store Development,186,121,93,61,70,2,2,3
2026-04-16,/services/seo-digital-marketing,SEO & Digital Marketing,136,98,39,21,72,0,0,0
2026-04-16,/services/school-management-system,School Management System,68,52,31,19,113,0,0,0
2026-04-16,/services/law-firm-management-system,Law Firm Management System,61,41,23,14,112,0,0,0
2026-04-16,/portfolio,Portfolio,77,54,31,21,139,0,0,0
2026-04-16,/blog/website-cost-nepal,Website Cost in Nepal Guide,100,70,33,24,124,0,0,0
2026-04-16,/contact,Contact,32,24,13,7,88,0,0,0
2026-04-16,/about,About Digi Agent,20,13,8,3,78,0,0,0
2026-04-17,/,Home,233,178,79,43,97,0,0,0
2026-04-17,/services/business-website,Business Website Development,114,69,57,34,113,1,1,1
2026-04-17,/services/ecommerce-store,Ecommerce Store Development,116,71,52,35,116,1,0,1
2026-04-17,/services/seo-digital-marketing,SEO & Digital Marketing,142,93,43,25,115,1,0,1
2026-04-17,/services/school-management-system,School Management System,36,22,14,10,115,0,0,0
2026-04-17,/services/law-firm-management-system,Law Firm Management System,41,28,17,10,89,0,0,0
2026-04-17,/portfolio,Portfolio,74,43,31,20,92,0,0,0
2026-04-17,/blog/website-cost-nepal,Website Cost in Nepal Guide,70,45,32,21,158,0,0,0
2026-04-17,/contact,Contact,23,17,9,5,68,0,0,0
2026-04-17,/about,About Digi Agent,14,8,4,2,55,0,0,0
2026-04-18,/,Home,150,109,55,28,105,0,0,0
2026-04-18,/services/business-website,Business Website Development,102,57,51,28,103,1,0,1
