lead_id,lead_created_date,source_medium,default_channel_group,campaign_name,landing_page,service_interest,lead_status,is_mql,is_sql,became_customer,estimated_deal_value_usd,city,customer_type
DG2285,2026-03-30,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Chitwan,Startup
DG2286,2026-03-30,partner_sites / referral,Referral,agency_partner_backlinks,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Bhaktapur,Educational Institution
DG2287,2026-03-31,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Butwal,Educational Institution
DG2288,2026-03-31,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,MQL,Yes,No,No,0,Dharan,Startup
DG2289,2026-03-31,google / organic,Organic Search,organic_non_brand,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Kathmandu,Startup
DG2290,2026-03-31,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Bhaktapur,Professional Services
DG2291,2026-03-31,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Biratnagar,Startup
DG2292,2026-03-31,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,Working,No,No,No,0,Dharan,SME
DG2293,2026-03-31,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,MQL,Yes,No,No,0,Chitwan,Professional Services
DG2294,2026-03-31,google / organic,Organic Search,organic_non_brand,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Bhaktapur,SME
DG2295,2026-03-31,google / cpc,Paid Search,google_website_service_leads,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Butwal,SME
DG2296,2026-03-31,google / cpc,Paid Search,google_website_service_leads,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG2297,2026-03-31,google / cpc,Paid Search,google_website_service_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Pokhara,Educational Institution
DG2298,2026-03-31,google / cpc,Paid Search,google_website_service_leads,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Dharan,Retail Business
DG2299,2026-03-31,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Lalitpur,Professional Services
DG2300,2026-03-31,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Bhaktapur,Startup
DG2301,2026-03-31,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/blog/website-cost-nepal,Business Website,Customer,Yes,Yes,Yes,689.93,Birgunj,Retail Business
DG2302,2026-03-31,newsletter / email,Email,monthly_newsletter,/services/ecommerce-store,Ecommerce Store,Customer,Yes,Yes,Yes,435.14,Dharan,Startup
DG2303,2026-03-31,(direct) / (none),Direct,direct_none,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,SME
DG2304,2026-03-31,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Dharan,Startup
DG2305,2026-03-31,partner_sites / referral,Referral,directory_referrals,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Butwal,Educational Institution
DG2306,2026-04-01,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Bhaktapur,SME
DG2307,2026-04-01,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,SQL,Yes,Yes,No,0,Kathmandu,Retail Business
DG2308,2026-04-01,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Lalitpur,Professional Services
DG2309,2026-04-01,google / organic,Organic Search,seo_service_pages,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Biratnagar,SME
DG2310,2026-04-01,google / organic,Organic Search,seo_service_pages,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Kathmandu,Startup
DG2311,2026-04-01,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,Unqualified,No,No,No,0,Lalitpur,Retail Business
DG2312,2026-04-01,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Bhaktapur,SME
DG2313,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Dharan,SME
DG2314,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Pokhara,Startup
DG2315,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,Customer,Yes,Yes,Yes,864.75,Dharan,Educational Institution
DG2316,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Birgunj,SME
DG2317,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Lalitpur,Professional Services
DG2318,2026-04-01,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG2319,2026-04-01,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Kathmandu,Educational Institution
DG2320,2026-04-01,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Kathmandu,Professional Services
DG2321,2026-04-01,newsletter / email,Email,monthly_newsletter,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Chitwan,Educational Institution
DG2322,2026-04-01,newsletter / email,Email,monthly_newsletter,/services/law-firm-management-system,Law Firm Management System,SQL,Yes,Yes,No,0,Lalitpur,Professional Services
DG2323,2026-04-01,(direct) / (none),Direct,direct_none,/contact,General Website Inquiry,Unqualified,No,No,No,0,Kathmandu,Retail Business
DG2324,2026-04-01,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Butwal,Startup
DG2325,2026-04-01,partner_sites / referral,Referral,directory_referrals,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Lalitpur,SME
DG2326,2026-04-02,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Pokhara,Educational Institution
DG2327,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/school-management-system,School Management System,Unqualified,No,No,No,0,Hetauda,Retail Business
DG2328,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Unqualified,No,No,No,0,Pokhara,Retail Business
DG2329,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG2330,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Butwal,Startup
DG2331,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Bhaktapur,Professional Services
DG2332,2026-04-02,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Chitwan,Retail Business
DG2333,2026-04-02,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,MQL,Yes,No,No,0,Pokhara,Educational Institution
DG2334,2026-04-02,google / cpc,Paid Search,google_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Birgunj,Educational Institution
DG2335,2026-04-02,google / cpc,Paid Search,google_ecommerce_leads,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Butwal,Educational Institution
DG2336,2026-04-02,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,MQL,Yes,No,No,0,Bhaktapur,Startup
DG2337,2026-04-02,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Chitwan,Educational Institution
DG2338,2026-04-02,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Lalitpur,SME
DG2339,2026-04-02,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/,General Website Inquiry,Working,No,No,No,0,Birgunj,Startup
DG2340,2026-04-02,newsletter / email,Email,client_referral_nurture,/services/school-management-system,School Management System,Unqualified,No,No,No,0,Biratnagar,Educational Institution
DG2341,2026-04-02,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Hetauda,SME
DG2342,2026-04-02,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,Working,No,No,No,0,Chitwan,Educational Institution
DG2343,2026-04-02,partner_sites / referral,Referral,agency_partner_backlinks,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Butwal,Startup
DG2344,2026-04-03,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Dharan,Retail Business
DG2345,2026-04-03,google / organic,Organic Search,organic_non_brand,/services/law-firm-management-system,Law Firm Management System,SQL,Yes,Yes,No,0,Bhaktapur,Educational Institution
DG2346,2026-04-03,google / organic,Organic Search,organic_non_brand,/services/school-management-system,School Management System,Unqualified,No,No,No,0,Pokhara,Retail Business
DG2347,2026-04-03,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Bhaktapur,Retail Business
DG2348,2026-04-03,google / organic,Organic Search,organic_non_brand,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Birgunj,Professional Services
DG2349,2026-04-03,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Butwal,SME
DG2350,2026-04-03,google / organic,Organic Search,organic_non_brand,/blog/website-cost-nepal,Business Website,MQL,Yes,No,No,0,Dharan,Educational Institution
DG2351,2026-04-03,google / cpc,Paid Search,google_website_service_leads,/services/business-website,Business Website,MQL,Yes,No,No,0,Birgunj,Educational Institution
DG2352,2026-04-03,google / cpc,Paid Search,google_website_service_leads,/services/school-management-system,School Management System,SQL,Yes,Yes,No,0,Pokhara,Professional Services
DG2353,2026-04-03,google / cpc,Paid Search,google_website_service_leads,/services/business-website,Business Website,Working,No,No,No,0,Butwal,Startup
DG2354,2026-04-03,google / cpc,Paid Search,google_website_service_leads,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Birgunj,SME
DG2355,2026-04-03,google / cpc,Paid Search,google_website_service_leads,/blog/website-cost-nepal,Business Website,Working,No,No,No,0,Biratnagar,Retail Business
DG2356,2026-04-03,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Biratnagar,Startup
DG2357,2026-04-03,facebook / paid_social,Paid Social,fb_business_website_awareness,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Lalitpur,Professional Services
DG2358,2026-04-03,newsletter / email,Email,client_referral_nurture,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG2359,2026-04-03,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Butwal,Retail Business
DG2360,2026-04-03,(direct) / (none),Direct,direct_none,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Birgunj,Retail Business
DG2361,2026-04-03,partner_sites / referral,Referral,agency_partner_backlinks,/services/business-website,Business Website,Customer,Yes,Yes,Yes,806.74,Dharan,Retail Business
DG2362,2026-04-04,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Chitwan,SME
DG2363,2026-04-04,google / organic,Organic Search,seo_service_pages,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Hetauda,Professional Services
DG2364,2026-04-04,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Butwal,SME
DG2365,2026-04-04,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Kathmandu,SME
DG2366,2026-04-04,google / cpc,Paid Search,google_ecommerce_leads,/blog/website-cost-nepal,Business Website,SQL,Yes,Yes,No,0,Lalitpur,Startup
DG2367,2026-04-04,google / cpc,Paid Search,google_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Pokhara,Educational Institution
DG2368,2026-04-04,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Butwal,Professional Services
DG2369,2026-04-04,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,Unqualified,No,No,No,0,Bhaktapur,Professional Services
DG2370,2026-04-04,facebook / paid_social,Paid Social,fb_ecommerce_leads,/,General Website Inquiry,SQL,Yes,Yes,No,0,Kathmandu,SME
DG2371,2026-04-04,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/law-firm-management-system,Law Firm Management System,MQL,Yes,No,No,0,Bhaktapur,SME
DG2372,2026-04-04,newsletter / email,Email,client_referral_nurture,/portfolio,Portfolio Follow-up,Unqualified,No,No,No,0,Bhaktapur,Educational Institution
DG2373,2026-04-04,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Biratnagar,Retail Business
DG2374,2026-04-04,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Birgunj,Professional Services
DG2375,2026-04-05,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Hetauda,Retail Business
DG2376,2026-04-05,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Biratnagar,Educational Institution
DG2377,2026-04-05,google / organic,Organic Search,organic_non_brand,/portfolio,Portfolio Follow-up,SQL,Yes,Yes,No,0,Birgunj,Retail Business
DG2378,2026-04-05,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,MQL,Yes,No,No,0,Pokhara,Educational Institution
DG2379,2026-04-05,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Pokhara,Startup
DG2380,2026-04-05,google / cpc,Paid Search,google_ecommerce_leads,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Dharan,Startup
DG2381,2026-04-05,google / cpc,Paid Search,google_ecommerce_leads,/about,General Website Inquiry,Working,No,No,No,0,Lalitpur,Professional Services
DG2382,2026-04-05,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,Working,No,No,No,0,Hetauda,Retail Business
DG2383,2026-04-05,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Dharan,Educational Institution
DG2384,2026-04-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/,General Website Inquiry,SQL,Yes,Yes,No,0,Chitwan,Educational Institution
DG2385,2026-04-05,facebook / paid_social,Paid Social,fb_business_website_awareness,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Lalitpur,Educational Institution
DG2386,2026-04-05,newsletter / email,Email,client_referral_nurture,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Dharan,Educational Institution
DG2387,2026-04-05,newsletter / email,Email,client_referral_nurture,/services/law-firm-management-system,Law Firm Management System,MQL,Yes,No,No,0,Dharan,SME
DG2388,2026-04-05,newsletter / email,Email,client_referral_nurture,/services/business-website,Business Website,Working,No,No,No,0,Pokhara,Startup
DG2389,2026-04-05,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,Working,No,No,No,0,Lalitpur,Startup
DG2390,2026-04-05,partner_sites / referral,Referral,directory_referrals,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Dharan,Startup
DG2391,2026-04-06,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Working,No,No,No,0,Dharan,Educational Institution
DG2392,2026-04-06,google / organic,Organic Search,organic_non_brand,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Hetauda,Startup
DG2393,2026-04-06,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,MQL,Yes,No,No,0,Lalitpur,Professional Services
DG2394,2026-04-06,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Chitwan,Educational Institution
DG2395,2026-04-06,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Biratnagar,SME
DG2396,2026-04-06,google / organic,Organic Search,organic_non_brand,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Hetauda,Retail Business
DG2397,2026-04-06,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Kathmandu,Startup
DG2398,2026-04-06,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,MQL,Yes,No,No,0,Lalitpur,SME
DG2399,2026-04-06,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Lalitpur,SME
DG2400,2026-04-06,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,MQL,Yes,No,No,0,Birgunj,Educational Institution
DG2401,2026-04-06,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Chitwan,SME
DG2402,2026-04-06,google / cpc,Paid Search,google_ecommerce_leads,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Pokhara,Educational Institution
DG2403,2026-04-06,google / cpc,Paid Search,google_ecommerce_leads,/services/school-management-system,School Management System,Working,No,No,No,0,Hetauda,SME
DG2404,2026-04-06,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/school-management-system,School Management System,Working,No,No,No,0,Biratnagar,Professional Services
DG2405,2026-04-06,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/seo-digital-marketing,Digital Marketing,Working,No,No,No,0,Kathmandu,SME
DG2406,2026-04-06,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,MQL,Yes,No,No,0,Lalitpur,Startup
DG2407,2026-04-06,newsletter / email,Email,monthly_newsletter,/services/business-website,Business Website,MQL,Yes,No,No,0,Lalitpur,Retail Business
DG2408,2026-04-06,(direct) / (none),Direct,direct_none,/contact,General Website Inquiry,Working,No,No,No,0,Birgunj,Educational Institution
DG2409,2026-04-06,partner_sites / referral,Referral,directory_referrals,/,General Website Inquiry,Unqualified,No,No,No,0,Biratnagar,Startup
DG2410,2026-04-06,partner_sites / referral,Referral,directory_referrals,/,General Website Inquiry,Working,No,No,No,0,Biratnagar,Startup
DG2411,2026-04-07,google / organic,Organic Search,seo_service_pages,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Lalitpur,Professional Services
DG2412,2026-04-07,google / organic,Organic Search,seo_service_pages,/contact,General Website Inquiry,Working,No,No,No,0,Kathmandu,Professional Services
DG2413,2026-04-07,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Chitwan,SME
DG2414,2026-04-07,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Pokhara,Professional Services
DG2415,2026-04-07,google / organic,Organic Search,seo_service_pages,/services/seo-digital-marketing,Digital Marketing,SQL,Yes,Yes,No,0,Bhaktapur,Professional Services
DG2416,2026-04-07,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,Working,No,No,No,0,Biratnagar,Retail Business
DG2417,2026-04-07,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Bhaktapur,Retail Business
DG2418,2026-04-07,google / cpc,Paid Search,google_brand_leads,/portfolio,Portfolio Follow-up,MQL,Yes,No,No,0,Birgunj,Retail Business
DG2419,2026-04-07,google / cpc,Paid Search,google_brand_leads,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Pokhara,SME
DG2420,2026-04-07,google / cpc,Paid Search,google_brand_leads,/,General Website Inquiry,Customer,Yes,Yes,Yes,418.33,Biratnagar,Educational Institution
DG2421,2026-04-07,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/school-management-system,School Management System,Unqualified,No,No,No,0,Kathmandu,Professional Services
DG2422,2026-04-07,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Hetauda,Professional Services
DG2423,2026-04-07,newsletter / email,Email,monthly_newsletter,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Dharan,Professional Services
DG2424,2026-04-07,newsletter / email,Email,monthly_newsletter,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Birgunj,Retail Business
DG2425,2026-04-07,(direct) / (none),Direct,direct_none,/services/seo-digital-marketing,Digital Marketing,Unqualified,No,No,No,0,Kathmandu,SME
DG2426,2026-04-07,partner_sites / referral,Referral,directory_referrals,/,General Website Inquiry,Customer,Yes,Yes,Yes,626.27,Butwal,Retail Business
DG2427,2026-04-08,google / organic,Organic Search,organic_non_brand,/services/law-firm-management-system,Law Firm Management System,MQL,Yes,No,No,0,Butwal,Startup
DG2428,2026-04-08,google / organic,Organic Search,organic_non_brand,/blog/website-cost-nepal,Business Website,MQL,Yes,No,No,0,Birgunj,SME
DG2429,2026-04-08,google / organic,Organic Search,organic_non_brand,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Lalitpur,Retail Business
DG2430,2026-04-08,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Kathmandu,Retail Business
DG2431,2026-04-08,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,MQL,Yes,No,No,0,Birgunj,SME
DG2432,2026-04-08,google / organic,Organic Search,organic_non_brand,/services/school-management-system,School Management System,Working,No,No,No,0,Hetauda,Educational Institution
DG2433,2026-04-08,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Birgunj,Professional Services
DG2434,2026-04-08,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Bhaktapur,Startup
DG2435,2026-04-08,google / cpc,Paid Search,google_brand_leads,/services/ecommerce-store,Ecommerce Store,Unqualified,No,No,No,0,Chitwan,Startup
DG2436,2026-04-08,google / cpc,Paid Search,google_brand_leads,/services/school-management-system,School Management System,Working,No,No,No,0,Dharan,Startup
DG2437,2026-04-08,google / cpc,Paid Search,google_brand_leads,/contact,General Website Inquiry,MQL,Yes,No,No,0,Hetauda,Educational Institution
DG2438,2026-04-08,google / cpc,Paid Search,google_brand_leads,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Kathmandu,Professional Services
DG2439,2026-04-08,google / cpc,Paid Search,google_brand_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Bhaktapur,Professional Services
DG2440,2026-04-08,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/services/school-management-system,School Management System,Working,No,No,No,0,Biratnagar,Retail Business
DG2441,2026-04-08,facebook / paid_social,Paid Social,fb_remarketing_portfolio,/about,General Website Inquiry,Unqualified,No,No,No,0,Butwal,Professional Services
DG2442,2026-04-08,newsletter / email,Email,client_referral_nurture,/,General Website Inquiry,MQL,Yes,No,No,0,Lalitpur,Retail Business
DG2443,2026-04-08,(direct) / (none),Direct,direct_none,/services/school-management-system,School Management System,Working,No,No,No,0,Pokhara,Retail Business
DG2444,2026-04-08,(direct) / (none),Direct,direct_none,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Bhaktapur,Educational Institution
DG2445,2026-04-08,partner_sites / referral,Referral,agency_partner_backlinks,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Bhaktapur,Startup
DG2446,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Butwal,SME
DG2447,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Hetauda,Retail Business
DG2448,2026-04-09,google / organic,Organic Search,organic_non_brand,/,General Website Inquiry,Working,No,No,No,0,Bhaktapur,Educational Institution
DG2449,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,Unqualified,No,No,No,0,Butwal,SME
DG2450,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Hetauda,Retail Business
DG2451,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/law-firm-management-system,Law Firm Management System,Working,No,No,No,0,Pokhara,Educational Institution
DG2452,2026-04-09,google / organic,Organic Search,organic_non_brand,/services/business-website,Business Website,MQL,Yes,No,No,0,Bhaktapur,Retail Business
DG2453,2026-04-09,google / organic,Organic Search,organic_non_brand,/contact,General Website Inquiry,MQL,Yes,No,No,0,Dharan,Professional Services
DG2454,2026-04-09,google / cpc,Paid Search,google_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,SQL,Yes,Yes,No,0,Hetauda,Professional Services
DG2455,2026-04-09,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,Unqualified,No,No,No,0,Dharan,Educational Institution
DG2456,2026-04-09,google / cpc,Paid Search,google_ecommerce_leads,/services/business-website,Business Website,Working,No,No,No,0,Biratnagar,Retail Business
DG2457,2026-04-09,google / cpc,Paid Search,google_ecommerce_leads,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Bhaktapur,Professional Services
DG2458,2026-04-09,google / cpc,Paid Search,google_ecommerce_leads,/,General Website Inquiry,Unqualified,No,No,No,0,Chitwan,Startup
DG2459,2026-04-09,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/business-website,Business Website,Unqualified,No,No,No,0,Biratnagar,Startup
DG2460,2026-04-09,facebook / paid_social,Paid Social,fb_ecommerce_leads,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Birgunj,Professional Services
DG2461,2026-04-09,facebook / paid_social,Paid Social,fb_ecommerce_leads,/contact,General Website Inquiry,Working,No,No,No,0,Chitwan,SME
DG2462,2026-04-09,newsletter / email,Email,client_referral_nurture,/services/seo-digital-marketing,Digital Marketing,MQL,Yes,No,No,0,Butwal,SME
DG2463,2026-04-09,newsletter / email,Email,client_referral_nurture,/services/business-website,Business Website,SQL,Yes,Yes,No,0,Birgunj,Professional Services
DG2464,2026-04-09,(direct) / (none),Direct,direct_none,/,General Website Inquiry,MQL,Yes,No,No,0,Pokhara,Educational Institution
DG2465,2026-04-09,(direct) / (none),Direct,direct_none,/services/business-website,Business Website,Working,No,No,No,0,Hetauda,Educational Institution
DG2466,2026-04-09,(direct) / (none),Direct,direct_none,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Hetauda,Retail Business
DG2467,2026-04-09,partner_sites / referral,Referral,directory_referrals,/services/ecommerce-store,Ecommerce Store,MQL,Yes,No,No,0,Bhaktapur,Startup
DG2468,2026-04-10,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Birgunj,Startup
DG2469,2026-04-10,google / organic,Organic Search,seo_service_pages,/portfolio,Portfolio Follow-up,Working,No,No,No,0,Bhaktapur,Professional Services
DG2470,2026-04-10,google / organic,Organic Search,seo_service_pages,/,General Website Inquiry,Working,No,No,No,0,Butwal,Professional Services
DG2471,2026-04-10,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Hetauda,Professional Services
DG2472,2026-04-10,google / organic,Organic Search,seo_service_pages,/services/law-firm-management-system,Law Firm Management System,MQL,Yes,No,No,0,Butwal,Retail Business
DG2473,2026-04-10,google / organic,Organic Search,seo_service_pages,/services/ecommerce-store,Ecommerce Store,Working,No,No,No,0,Dharan,Retail Business
DG2474,2026-04-10,google / organic,Organic Search,seo_service_pages,/services/business-website,Business Website,MQL,Yes,No,No,0,Pokhara,Professional Services
